"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
f23_o2_discharge,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Discharged home on O<span style=""font-size:75%;vertical-align:sub;"">2</span></span>","1, No | 2, Yes | 3, Unknown",,,,,,"[f23_o2] = '2'",,RH,,,,
f23_o2_36wks,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Receiving O<span style=""font-size:75%;vertical-align:sub;"">2</span> at 36 wks G.A.</span>","1, No | 2, Yes | 3, Unknown",,,,,,"[f23_o2] = '2'",,RH,,,,
f23_o2_days,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Days on O<span style=""font-size:75%;vertical-align:sub;"">2</span></span>",,,number,,,,"[f23_o2] = '2'",,RH,,,,
f23_o2_final_date,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Date of final O<span style=""font-size:75%;vertical-align:sub;"">2</span> therapy in hospital</span>",,,date_dmy,,,,"[f23_o2] = '2'",,RH,,,,
f23_dexam,form_23_neonatal_unit,,radio,"Treated with dexamethasone?","1, No | 2, Yes | 3, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_dexam_days,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Days treated</span>",,,number,,,,"[f23_dexam] = '2'",,RH,,,,
f23_dexam_dose,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Maximum daily dose</span>",,,number,,,,"[f23_dexam] = '2'",,RH,,,,
f23_dexam_tot_dose,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Total dose received</span>",,mg,number,,,,"[f23_dexam] = '2'",,RH,,,,
f23_dexam_wgt,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Body weight at start of treatment</span>",,g,number,,,,"[f23_dexam] = '2'",,RH,,,,
f23_dexam_tot_start,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Total dose at start of treatment</span>",,,number,,,,"[f23_dexam] = '2'",,RH,,,,
f23_inf_d1,form_23_neonatal_unit,"<div style=""font-size: 1.5em"">4. Infection</div>",descriptive,"Clinical evidence",,,,,,,"[f22_adm_neo] = '1'",,,,,,
f23_inf_clin_lt48hrs,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">≤48h after birth","0, No | 1, Yes",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_inf_clin_gt48hrs,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">>48h after birth","0, No | 1, Yes",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_inf_d2,form_23_neonatal_unit,,descriptive,"Confirmed infection",,,,,,,"[f22_adm_neo] = '1'",,,,,,
f23_inf_conf_lt48hrs,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">≤48h after birth","1, No | 2, Yes | 3, Not tested",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_inf_conf_gt48hrs,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">>48h after birth","1, No | 2, Yes | 3, Not tested",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_inf1_time,form_23_neonatal_unit,,radio,"No. 1.
<span style=""font-weight: normal;margin-left: 10%;"">Time of infection","1, ≤48h | 2, >48h",,,,,,"[f23_inf_conf_lt48hrs] = '2' or [f23_inf_conf_gt48hrs] = '2'",,RH,,,,
f23_inf1_site,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Site of confirmed infection","1, Blood | 2, CSF | 3, Urine | 4, Resp | 5, Vascular | 6, Other | 7, Multiple | 8, Not applicable",,,,,,"[f23_inf1_time] <>''",,RH,,,,
f23_inf1_bac,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Bacterial type","1, GpB strep | 2, E. coli | 3, Listeria | 4, S. aureus | 5, Other | 6, Not applicable",,,,,,"[f23_inf1_time] <>''",,RH,,,,
f23_inf1_vir,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Viral infection","1, Serological | 2, Culture (+) | 3, PCR | 4, Not applicable",,,,,,"[f23_inf1_time] <>''",,RH,,,,
f23_inf1_vir_type,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Viral type","1, CMV | 2, Rubella | 3, Coxsackie | 4, Other | 5, Parvo virus | 6, Not applicable",,,,,,"[f23_inf1_time] <>''",,RH,,,,
f23_inf1_oth,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Other infection","1, Toxoplasm | 2, Fungal | 3, Other | 4, Not applicable",,,,,,"[f23_inf1_time] <>''",,RH,,,,
f23_inf2_time,form_23_neonatal_unit,,radio,"No. 2.
<span style=""font-weight: normal;margin-left: 10%;"">Time of infection","1, ≤48h | 2, >48h","[Leave blank if none]",,,,,"[f23_inf1_time] <>''",,RH,,,,
f23_inf2_site,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Site of confirmed infection","1, Blood | 2, CSF | 3, Urine | 4, Resp | 5, Vascular | 6, Other | 7, Multiple | 8, Not applicable",,,,,,"[f23_inf2_time] <>''",,RH,,,,
f23_inf2_bac,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Bacterial type","1, GpB strep | 2, E. coli | 3, Listeria | 4, S. aureus | 5, Other | 6, Not applicable",,,,,,"[f23_inf2_time] <>''",,RH,,,,
f23_inf2_vir,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Viral infection","1, Serological | 2, Culture (+) | 3, PCR | 4, Not applicable",,,,,,"[f23_inf2_time] <>''",,RH,,,,
f23_inf2_vir_type,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Viral type","1, CMV | 2, Rubella | 3, Coxsackie | 4, Other | 5, Parvo virus | 6, Not applicable",,,,,,"[f23_inf2_time] <>''",,RH,,,,
f23_inf2_oth,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Other infection","1, Toxoplasm | 2, Fungal | 3, Other | 4, Not applicable",,,,,,"[f23_inf2_time] <>''",,RH,,,,
f23_inf3_time,form_23_neonatal_unit,,radio,"No. 3.
<span style=""font-weight: normal;margin-left: 10%;"">Time of infection","1, ≤48h | 2, >48h","[Leave blank if none]",,,,,"[f23_inf2_time] <>''",,RH,,,,
f23_inf3_site,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Site of confirmed infection","1, Blood | 2, CSF | 3, Urine | 4, Resp | 5, Vascular | 6, Other | 7, Multiple | 8, Not applicable",,,,,,"[f23_inf3_time] <>''",,RH,,,,
f23_inf3_bac,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Bacterial type","1, GpB strep | 2, E. coli | 3, Listeria | 4, S. aureus | 5, Other | 6, Not applicable",,,,,,"[f23_inf3_time] <>''",,RH,,,,
f23_inf3_vir,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Viral infection","1, Serological | 2, Culture (+) | 3, PCR | 4, Not applicable",,,,,,"[f23_inf3_time] <>''",,RH,,,,
f23_inf3_vir_type,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Viral type","1, CMV | 2, Rubella | 3, Coxsackie | 4, Other | 5, Parvo virus | 6, Not applicable",,,,,,"[f23_inf3_time] <>''",,RH,,,,
f23_inf3_oth,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Other infection","1, Toxoplasm | 2, Fungal | 3, Other | 4, Not applicable",,,,,,"[f23_inf3_time] <>''",,RH,,,,
f23_antibio,form_23_neonatal_unit,,text,"Duration of antibiotics",,days,number,,,,"[f23_inf_conf_lt48hrs] = '2' or [f23_inf_conf_gt48hrs] = '2'",,RH,,,,
f23_inf_comment,form_23_neonatal_unit,,notes,"Infection comment",,,,,,,"[f22_adm_neo] = '1'",,LH,,,,
f23_convulsion,form_23_neonatal_unit,"<div style=""font-size: 1.5em"">5. Central Nervous System</div>",radio,Convulsions,"0, No | 1, Yes",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_convul_reason,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Reason  for convulsions","1, Asphyxia | 2, Metabolic | 3, Haemorrhage (IVH) | 4, Structural NS abnormality | 5, Infection | 6, CVA | 7, Unknown | 8, Other",,,,,,"[f23_convulsion] = '1'",,,,,,
f23_hypox,form_23_neonatal_unit,,radio,"Hypoxic ischaemic encephalopathy","0, No | 1, Yes",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_hypox_grade,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Grade","1, Grade 1 | 2, Grade 2 | 3, Grade 3 | 4, Grade 4 | 5, Unknown | 6, Not reported",,,,,,"[f23_hypox] = '1'",,,,,,
f23_ivh,form_23_neonatal_unit,,radio,IVH,"1, No | 2, Yes | 3, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_ivh_1_age,form_23_neonatal_unit,,text,"No. 1. <span style=""font-weight: normal;"">Age",,days,number,,,,"[f23_ivh] = '2'",,,,,,
f23_ivh_1_grade,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">IVH","1, Grade 1 | 2, Grade 2 | 3, Grade 3 | 4, Grade 4 | 5, Not reported",,,,,,"[f23_ivh] = '2'",,,,,,
f23_ivh_1_size,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Size",,mm,number,,,,"[f23_ivh] = '2'",,,,,,
f23_ivh_1_code,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Ventricle code","1, no dilatation | 2, dilatated ventricle | 3, hydrocephalus | 4, not reported",,,,,,"[f23_ivh] = '2'",,,,,,
f23_ivh_1_cysts,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Cerebral cysts","1, no cysts | 2, PC | 3, PVL | 4, EP | 5, not reported",,,,,,"[f23_ivh] = '2'",,,,,,
f23_ivh_2_age,form_23_neonatal_unit,,text,"No. 2. <span style=""font-weight: normal;"">Age",,"days<br>[Leave blank if none]",number,,,,"[f23_ivh_1_age] <>''",,,,,,
f23_ivh_2_grade,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">IVH","1, Grade 1 | 2, Grade 2 | 3, Grade 3 | 4, Grade 4 | 5, Not reported",,,,,,"[f23_ivh_2_age] <>''",,,,,,
f23_ivh_2_size,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Size",,mm,number,,,,"[f23_ivh_2_age] <>''",,,,,,
f23_ivh_2_code,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Ventricle code","1, no dilatation | 2, dilatated ventricle | 3, hydrocephalus | 4, not reported",,,,,,"[f23_ivh_2_age] <>''",,,,,,
f23_ivh_2_cysts,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Cerebral cysts","1, no cysts | 2, PC | 3, PVL | 4, EP | 5, not reported",,,,,,"[f23_ivh_2_age] <>''",,,,,,
f23_pulm_haem,form_23_neonatal_unit,"<div style=""font-size: 1.5em"">6. Other Complications</div>",radio,"Pulmonary haemorrhage","1, No | 2, Yes | 3, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_nec,form_23_neonatal_unit,,radio,NEC,"1, No | 2, Yes | 3, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_rop_12,form_23_neonatal_unit,,radio,"ROP stage I & II","1, No | 2, Yes | 3, Not examined | 4, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_rop_34,form_23_neonatal_unit,,radio,"ROP stage III & IV","1, No | 2, Yes | 3, Not examined | 4, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_rop_treat,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">ROP treatment ","1, No | 2, Yes | 3, Unknown",,,,,,"[f23_rop_12] = '2' or [f23_rop_34] = '2'",,RH,,,,
f23_hypoglycaemia,form_23_neonatal_unit,,radio,"Hypoglycaemia ","1, No | 2, Yes | 3, Not tested | 4, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_hypoglycaemia_glucose,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Requiring glucose treatment","1, No | 2, Yes, | 3, Unknown",,,,,,"[f23_hypoglycaemia] = '2'",,RH,,,,
f23_hypoglycaemia_gluc_com,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">comments on glucose treatment",,,,,,,"[f23_hypoglycaemia] = '2'",,RH,,,,
f23_hyperglycaemia,form_23_neonatal_unit,,radio,"Hyperglycaemia ","1, No | 2, Yes | 3, Not tested | 4, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_hypoglycaemia_insulin,form_23_neonatal_unit,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Requiring insulin infusion","1, No | 2, Yes | 3, Unknown",,,,,,"[f23_hyperglycaemia] = '2'",,RH,,,,
f23_pda,form_23_neonatal_unit,,radio,PDA,"1, No | 2, Yes | 3, Unknown",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_pda_treat,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">PDA treatment","1, None | 2, Medical | 3, Surgical | 4, Medical & surgical",,,,,,"[f23_pda] = '2'",,RH,,,,
f23_cogentical_abn,form_23_neonatal_unit,,radio,"Congenital abnormality","0, No | 1, Yes",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_cogentical_abn_type,form_23_neonatal_unit,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Type of abnormality","1, None | 2, CNS | 3, Cardiac | 4, Urogenital | 5, Gastrointestinal | 6, Musculoskeletal | 7, Respiratory | 8, Multiple | 9, Other | 10, Unknown",,,,,,"[f23_cogentical_abn] = '1'",,RH,,,,
f23_congenital_abn_com,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Comment",,,,,,,"[f23_cogentical_abn] = '1'",,,,,,
f23_chr_abn,form_23_neonatal_unit,,dropdown,"Chromosomal abnormality","1, No | 2, Trisomy 21 | 3, Trisomy 18 | 4, Unknown | 5, Other",,,,,,"[f22_adm_neo] = '1'",,RH,,,,
f23_chr_abn_com,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Comment",,,,,,,"[f23_chr_abn] = '5'",,,,,,
f23_oth_comp,form_23_neonatal_unit,,notes,"Other complications",,,,,,,"[f22_adm_neo] = '1'",,LH,,,,
f23_wgt_1_ga,form_23_neonatal_unit,"<div style=""font-size: 1.5em"">7. Weekly weights for babies <37 wks</div>",text,"No. 1. <span style=""font-weight: normal;"">Equivalent gestational age",,w+d,,,,,"[f22_adm_neo] = '1' and [f22_gestw_del] < 37",,RH,,,,
f23_wgt_1,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_1_ga] <>''",,RH,,,,
f23_wgt_1_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_1_ga] <>''",,RH,,,,
f23_wgt_1_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_1_ga] <>''",,RH,,,,
f23_wgt_2_ga,form_23_neonatal_unit,,text,"No. 2. <span style=""font-weight: normal;"">Equivalent gestational age.",,"w+d [Leave blank if none]",,,,,"[f23_wgt_1_ga] <>''",,RH,,,,
f23_wgt_2,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_2_ga] <>''",,RH,,,,
f23_wgt_2_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_2_ga] <>''",,RH,,,,
f23_wgt_2_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_2_ga] <>''",,RH,,,,
f23_wgt_3_ga,form_23_neonatal_unit,,text,"No. 3. <span style=""font-weight: normal;"">Equivalent gestational age",,"w+d [Leave blank if none]",,,,,"[f23_wgt_2_ga] <>''",,RH,,,,
f23_wgt_3,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_3_ga] <>''",,RH,,,,
f23_wgt_3_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_3_ga] <>''",,RH,,,,
f23_wgt_3_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_3_ga] <>''",,RH,,,,
f23_wgt_4_ga,form_23_neonatal_unit,,text,"No. 4. <span style=""font-weight: normal;"">Equivalent gestational age",,"w+d [Leave blank if none]",,,,,"[f23_wgt_3_ga] <>''",,RH,,,,
f23_wgt_4,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_4_ga] <>''",,RH,,,,
f23_wgt_4_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_4_ga] <>''",,RH,,,,
f23_wgt_4_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_4_ga] <>''",,RH,,,,
f23_wgt_5_ga,form_23_neonatal_unit,,text,"No. 5. <span style=""font-weight: normal;"">Equivalent gestational age.",,"w+d [Leave blank if none]",,,,,"[f23_wgt_4_ga] <>''",,RH,,,,
f23_wgt_5,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_5_ga] <>''",,RH,,,,
f23_wgt_5_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_5_ga] <>''",,RH,,,,
f23_wgt_5_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_5_ga] <>''",,RH,,,,
f23_wgt_6_ga,form_23_neonatal_unit,,text,"No. 6. <span style=""font-weight: normal;"">Equivalent gestational age",,"w+d [Leave blank if none]",,,,,"[f23_wgt_5_ga] <>''",,RH,,,,
f23_wgt_6,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_6_ga] <>''",,RH,,,,
f23_wgt_6_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_6_ga] <>''",,RH,,,,
f23_wgt_6_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_6_ga] <>''",,RH,,,,
f23_wgt_7_ga,form_23_neonatal_unit,,text,"No. 7. <span style=""font-weight: normal;"">Equivalent gestational age",,"w+d [Leave blank if none]",,,,,"[f23_wgt_6_ga] <>''",,RH,,,,
f23_wgt_7,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_7_ga] <>''",,RH,,,,
f23_wgt_7_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_7_ga] <>''",,RH,,,,
f23_wgt_7_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_7_ga] <>''",,RH,,,,
f23_wgt_8_ga,form_23_neonatal_unit,,text,"No. 8. <span style=""font-weight: normal;"">Equivalent gestational age",,"w+d [Leave blank if none]",,,,,"[f23_wgt_7_ga] <>''",,RH,,,,
f23_wgt_8,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_8_ga] <>''",,RH,,,,
f23_wgt_8_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_8_ga] <>''",,RH,,,,
f23_wgt_8_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_8_ga] <>''",,RH,,,,
f23_wgt_9_ga,form_23_neonatal_unit,,text,"No. 9. <span style=""font-weight: normal;"">Equivalent gestational age",,"w+d [Leave blank if none]",,,,,"[f23_wgt_8_ga] <>''",,RH,,,,
f23_wgt_9,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_9_ga] <>''",,RH,,,,
f23_wgt_9_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_9_ga] <>''",,RH,,,,
f23_wgt_9_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_9_ga] <>''",,RH,,,,
f23_wgt_10_ga,form_23_neonatal_unit,,text,"No. 10. <span style=""font-weight: normal;"">Equivalent gestational age",,"w+d [Leave blank if none]",,,,,"[f23_wgt_9_ga] <>''",,RH,,,,
f23_wgt_10,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Weight",,g,number,,,,"[f23_wgt_10_ga] <>''",,RH,,,,
f23_wgt_10_length,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Length",,cm,number,,,,"[f23_wgt_10_ga] <>''",,RH,,,,
f23_wgt_10_hc,form_23_neonatal_unit,,text,"<span style=""font-weight: normal;margin-left: 10%;"">HC",,cm,number,,,,"[f23_wgt_10_ga] <>''",,RH,,,,
f23_feeding_type,form_23_neonatal_unit,"<div style=""font-size: 1.5em"">8. Feeding in neonatal unit</div>",checkbox,"Feed  type","1, IV fluids | 2, Breast milk | 3, Breast milk with fortifier | 4, Fortified preterm formula | 5, Non-fortified preterm formula | 6, Fortified formula | 7, Non-fortified formula | 8, Total parenteral nutrition | 9, Other | 10, Not known",,,,,,"[f22_adm_neo] = '1'",,LV,,,,
f23_formula,form_23_neonatal_unit,,text,"Name of formula",,,,,,,"[f22_adm_neo] = '1'",,,,,,
f23_enteral_days,form_23_neonatal_unit,,text,"Days to full enteral feeds",,,number,,,,"[f22_adm_neo] = '1'",,,,,,
f23_final_diagnose,form_23_neonatal_unit,"<div style=""font-size: 1.5em"">9. Discharge</div>",checkbox,"Final diagnose ","1, Respiratory distress | 2, Infection | 3, Hypoglycemia | 4, Drug withdrawal | 5, Small-for-gestational age | 6, Birth asphyxia | 9, Congenital abnormality | 10, Phototherapy | 11, Cyanosis | 14, Transient tachypnea of the newborn | 12, Other | 13, No diagnose/admitted for observation",,,,,,"[f22_adm_neo] = '1'",,,,,,
f23_final_diagnose_other,form_23_neonatal_unit,,text,"Final diagnose (other)",,,,,,,"[f22_adm_neo] = '1' and [f23_final_diagnose(12)] = '1'",,,,,,
f23_discharge_nnu,form_23_neonatal_unit,,text,"Final discharge from NNU",,,date_dmy,,,,"[f22_adm_neo] = '1'",,,,,,
f23_death_nnu,form_23_neonatal_unit,,text,"Date of death in NNU",,,date_dmy,,,,"[f22_adm_neo] = '1'",,,,,,
f23_nnu_days,form_23_neonatal_unit,,text,"Days in NNU",,,number,,,,"[f22_adm_neo] = '1'",,,,,,
f23_death_postmortem,form_23_neonatal_unit,,radio,"Post-mortem performed","0, No | 1, Yes",,,,,,"[f23_death_nnu] <>''",,RH,,,,
f23_death_postmort_com,form_23_neonatal_unit,,notes,"Main post-mortem findings",,,,,,,"[f23_death_postmortem] = '1'",,LH,,,,
f23_no_adm2_54d,form_24_neonatal_discharge,,descriptive,"<div class=""green"" style=""text-align:center;"">
<h3 style=""text-align:center;"">No data required for this form</h3>
Please mark form as complete.

</div>",,,,,,,"[f22_live_born] = '0' or [f23_death_nnu] > 0",,,,,,
f24_phototherapy,form_24_neonatal_discharge,,radio,"Phototherapy for jaundice","1, No | 2, Yes | 3, Unknown",,,,,,"[f22_live_born] = '1' or [f23_discharge_nnu] > 0",,RH,,,,
f24_feeding,form_24_neonatal_discharge,,dropdown,"Feeding at hospital discharge","1, exclusively breast fed | 2, fully breast fed | 3, partially breast fed | 4, artificial feeding",,,,,,"[f22_live_born] = '1' or [f23_discharge_nnu] > 0",,,,,,
f24_discharge_date,form_24_neonatal_discharge,,text,"Date of discharge home",,,date_dmy,,,,"[f22_live_born] = '1' or [f23_discharge_nnu] > 0",,,,,,
f24_days_in_hosp,form_24_neonatal_discharge,,calc,"Days in hospital following birth","datediff ([f24_discharge_date], [f22_dob], ""d"", ""dmy"", false)",,,,,,"[f22_live_born] = '1' or [f23_discharge_nnu] > 0",,,,,,
ab25b,form_25_maternal_postnatal,,descriptive,"<div class=""green"" style=""text-align:center;"">
<h3 style=""text-align:center;"">No data required for this form</h3>
Please mark form as complete.

</div>",,,,,,,"[f12_fetal_outcome] = '2' or [f12_fetal_outcome] = '3' or [f12_fetal_outcome] = '4' or [f12_fetal_outcome] = '5' or [f12_fetal_outcome] = '6' or [f12_fetal_outcome] = '7' or [f12_fetal_outcome] = '8'",,,,,,
f25_days_in_hosp,form_25_maternal_postnatal,"<div style=""font-size: 1.5em"">1. Maternal Health</div>",text,"Days in hospital following birth",,,number,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",,,,,,
f25_vte_postpartum,form_25_maternal_postnatal,,dropdown,"VTE postpartum","1, None | 2, Distal DVT | 3, Proximal DVT | 4, Pulmonary embolism | 5, DVT +PE | 6, Superficial VTE | 7, Other VTE | 8, Unknown",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",,,,,,
f25_mat_outcome,form_25_maternal_postnatal,,dropdown,"Maternal outcome","1, Alive and well | 2, Alive, long term sequelae | 3, Dead | 4, Unknown",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",,,,,,
f25_mat_postmortem,form_25_maternal_postnatal,,notes,"Maternal postmortem",,,,,,,"[f25_mat_outcome] = '3'",,,,,,
f25_mat_comment,form_25_maternal_postnatal,,notes,"Maternal comments",,,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",,LH,,,,
ab26,form_26_complication_details,,descriptive,"<div class=""green"" style=""text-align:center;"">
<h3 style=""text-align:center;"">No data required for this form</h3>
Please mark form as complete.

</div>",,,,,,,"[f12_fetal_outcome] = '2' or [f12_fetal_outcome] = '3' or [f12_fetal_outcome] = '4' or [f12_fetal_outcome] = '5' or [f12_fetal_outcome] = '6' or [f12_fetal_outcome] = '7' or [f12_fetal_outcome] = '8'",,,,,,
